"","ID","CRUCODE","YEAR","MONTH","STA","STRATUM","TOW","VESSEL","EST_EDT","YRMODA","TIME","MINOUT","STARTDEPTH","ENDDEPTH","MINDEPTH","MAXDEPTH","SLAT","SLONG","ELAT","ELONG","TEMPSURF","TEMPBOT","SALSURF","SALBOT","DOSURF","DOBOT","SPP","NUMBER","WEIGHT"
"6123",20235138,20235,2023,10,138,19,30,"SW",2,20231018,720,20,12.2,11.59,11.59,12.2,3913.82,7424.372,3919.001,7423.15,16.8194,16.86851,35.90198,36.09711,7.93238,7.72974,15,0,0
"6124",20235139,20235,2023,10,139,16,20,"SW",2,20231018,1106,20,16.775,14.945,14.945,16.775,3940.507,7405.069,3941.36,7404.481,17.00722,17.6302,34.93247,36.40231,8.56806,7.07191,15,0,0
"6125",20235140,20235,2023,10,140,17,65,"SW",2,20231018,1240,20,22.57,23.79,22.57,23.79,3940.553,7357.537,3939.559,7357.193,17.87178,17.8553,36.77333,37.2191,7.98861,7.4295,15,0,0
"6126",20235141,20235,2023,10,141,17,32,"SW",2,20231018,1519,20,21.655,21.655,21.655,22.265,3956.137,7354.032,3956.902,7353.22,17.87271,17.71196,35.66165,37.19358,8.72557,7.29433,15,0,0
"6127",20235142,20235,2023,10,142,17,28,"SW",2,20231018,1702,20,18.3,18.91,18.3,18.91,3955.794,7401.229,3956.76,7401.485,17.3905,17.84829,35.36936,36.82412,8.71091,6.71729,15,0,0
"6128",20235143,20235,2023,10,143,14,21,"SW",2,20231019,736,20,22.875,20.74,20.74,22.875,4011.077,7351.417,4012.082,7351.582,17.01772,17.32445,36.77441,37.72346,7.71529,6.48333,15,0,0
"6129",20235144,20235,2023,10,144,12,21,"SW",2,20231019,927,15,9.15,9.76,8.845,9.76,4017.666,7358.358,4018.419,7358.195,16.99103,17.73167,34.32747,36.05804,7.144,6.03422,15,147,197.65
"6130",20235145,20235,2023,10,145,13,1,"SW",2,20231019,1211,20,19.825,18.3,18.3,19.825,4027.293,7354.793,4028.259,7354.89,16.83258,17.26173,33.22615,37.51917,7.63846,5.1634,15,193,136.72
"6131",20235146,20235,2023,10,146,12,11,"SW",2,20231019,1414,20,6.405,5.795,5.795,6.71,4025.781,7358.194,4026.704,7358.432,16.67174,17.04226,31.38478,34.66165,8.36391,7.2947,15,519,615.27
"6132",20235147,20235,2023,10,147,14,10,"SW",2,20231019,1559,20,20.13,19.825,19.825,20.13,4019.017,7353.807,4018.047,7353.722,16.71624,17.3495,33.48395,37.66908,8.66026,4.80316,15,173,200.46
"6133",20235148,20235,2023,10,148,15,15,"SW",2,20231019,1740,20,14.335,15.25,14.335,15.25,4011.727,7358.515,4010.752,7358.723,16.8302,17.29375,34.05429,36.28038,8.88129,7.46208,15,138,168.34
"6134",20241001,20241,2024,1,1,15,8,"SW",1,20240124,720,20,7.93,8.845,7.93,8.845,4003.129,7402.493,4002.141,7402.682,5.21706,5.88158,33.38412,34.81734,9.95603,9.64013,15,0,0
"6135",20241002,20241,2024,1,2,17,29,"SW",1,20240124,849,20,20.74,18.605,18.605,20.74,3957.315,7358.566,3956.443,7359.252,5.53492,6.0829,34.92,35.2822,10.06302,9.50495,15,3,5.57
"6136",20241003,20241,2024,1,3,15,20,"SW",1,20240124,1021,20,7.93,8.235,7.93,8.235,3950.925,7404.749,3949.922,7404.844,5.16242,5.40179,30.91342,34.58426,10.55658,9.87794,15,0,0
"6137",20241004,20241,2024,1,4,16,15,"SW",1,20240124,1146,20,16.775,19.52,16.775,19.52,3946.008,7400.246,3945.041,7400.277,5.52256,6.05812,34.85118,35.2158,10.14206,9.48216,15,0,0
"6138",20241005,20241,2024,1,5,19,21,"SW",1,20240124,1520,20,11.285,13.42,11.285,13.725,3923.571,7414.074,3922.825,7417.951,5.26084,5.1066,33.86474,34.37674,10.22825,9.56129,15,0,0
"6139",20241006,20241,2024,1,6,18,25,"SW",1,20240124,1639,20,7.625,9.15,7.625,9.455,3923.028,7420.109,3922.254,7420.947,4.43186,4.45321,33.57054,33.81372,10.42919,9.86388,15,0,0
"6140",20241007,20241,2024,1,7,18,43,"SW",1,20240125,746,20,7.625,8.235,7.625,8.235,3919.087,7427.368,3918.605,7428.449,4.76827,4.79519,33.81,33.83674,10.20911,9.88483,15,0,0
"6141",20241008,20241,2024,1,8,23,1,"SW",1,20240125,941,20,18.91,19.825,18.3,19.825,3910.245,7429.88,3909.357,7429.104,5.77619,5.84849,34.9275,35.09918,10.06971,9.51694,15,7,6.58
"6142",20241009,20241,2024,1,9,22,17,"SW",1,20240125,1113,20,15.25,16.775,15.25,16.775,3904.592,7431.324,3904.124,7432.425,6.22832,6.47513,35.34355,35.70693,9.96935,9.5844,15,14,17.15
"6143",20241010,20241,2024,1,10,23,35,"SW",1,20240125,1333,20,18.3,25.925,18.3,25.925,3852.413,7434.073,3851.525,7434.609,5.40173,6.69593,32.93286,35.89071,10.32122,9.375,15,39,47.66
"6144",20241011,20241,2024,1,11,25,13,"SW",1,20240125,1450,20,15.25,16.165,15.25,16.165,3843.431,7437.05,3847.643,7436.189,5.45116,6.43931,32.20855,35.66295,10.35855,9.48984,15,78,104.72
"6145",20241012,20241,2024,1,12,26,18,"SW",1,20240125,1620,20,23.18,24.4,23.18,24.4,3843.697,7440.31,3843.164,7441.433,5.3053,7.03442,32.18163,35.93,10.34651,9.35115,15,113,144.61
"6146",20241013,20241,2024,1,13,25,14,"SW",1,20240126,804,20,10.065,8.235,8.235,10.065,3854.328,7455.659,3853.526,7454.855,5.22532,5.22054,33.31,33.33271,10.05071,9.53881,15,0,0
"6147",20241014,20241,2024,1,14,24,29,"SW",1,20240126,935,20,10.675,11.895,10.675,11.895,3850.555,7458.146,3849.999,7457.011,5.62166,5.61997,33.21,33.28051,9.93106,9.53415,15,0,0
"6148",20241015,20241,2024,1,15,26,3,"SW",1,20240126,1146,20,16.165,20.74,16.165,20.74,3847.852,7500.153,3847.108,7458.976,NA,5.86961,NA,33.97317,NA,9.59024,15,0,0
"6149",20241016,20241,2024,1,16,25,24,"SW",1,20240126,1326,20,15.25,15.86,15.25,15.86,3846.782,7448.361,3847.459,7449.354,6.05094,6.04761,32.1302,34.85551,10.18449,9.40347,15,5,6.24
"6150",20241017,20241,2024,1,17,22,31,"SW",1,20240126,1603,20,11.895,12.505,11.895,12.505,3858.46,7439.304,3859.491,7439.177,5.78327,5.71,34.33225,34.98897,10.52535,10.04612,15,0,0
"6151",20241018,20241,2024,1,18,21,9,"SW",1,20240127,833,20,8.845,7.015,7.015,8.845,3902.771,7444.573,3903.586,7443.886,5.69928,5.76516,34.09609,34.22716,10.4438,9.78405,15,0,0
"6152",20241019,20241,2024,1,19,21,8,"SW",1,20240127,943,20,7.625,8.845,7.625,8.845,3903.618,7443.926,3904.366,7443.101,5.80138,5.82515,34.03,34.17771,10.30654,9.7171,15,0,0
"6153",20241020,20241,2024,1,20,19,48,"SW",1,20240127,1259,20,17.69,17.995,17.69,17.995,3913.686,7420.16,3914.72,7420.15,5.59325,5.72012,34.17321,34.89311,10.24393,9.51658,15,16,20.32
"6154",20241021,20241,2024,1,21,20,42,"SW",1,20240127,1602,20,24.4,22.875,22.875,24.4,3923.608,7359.325,3924.562,7359.756,6.34579,6.2949,35.04,35.28,10.13077,9.4359,15,25,34.16
"6155",20241022,20241,2024,1,22,20,4,"SW",1,20240130,1045,20,25.315,25.925,25.315,25.925,3935.782,7357.86,3936.743,7357.576,6.72203,6.79508,35.58103,35.6786,9.72897,9.5494,15,20,28.92
"6156",20241024,20241,2024,1,24,17,58,"SW",1,20240130,1531,20,24.4,24.705,24.4,24.705,3946.982,7351.877,3945.988,7351.522,7.00016,7.02962,34.42367,35.82919,9.66571,9.40108,15,25,36.44
"6157",20241025,20241,2024,1,25,14,20,"SW",1,20240131,804,20,21.35,18.3,18.3,21.35,4010.857,7353.883,4011.801,7353.738,5.42058,6.55491,29.35367,35.37818,10.10683,9.60886,15,5,7.26
"6158",20241026,20241,2024,1,26,13,10,"SW",1,20240131,945,20,19.215,17.69,17.69,19.215,4018.428,7355.295,4019.443,7355.334,5.07596,6.79813,27.7972,35.39117,10.0436,9.1885,15,0,0
"6159",20241027,20241,2024,1,27,13,5,"SW",1,20240131,1107,15,13.115,12.2,11.59,13.115,4023.241,7357.191,4023.947,7356.93,4.84596,6.72633,23.94043,34.43426,10.52174,9.12852,15,0,0
"6160",20241028,20241,2024,1,28,12,10,"SW",1,20240131,1227,20,6.405,6.71,5.795,7.015,4026.771,7358.3,4025.86,7357.792,4.73724,5.98461,23.81828,31.92224,10.47724,9.4397,15,0,0
"6161",20241029,20241,2024,1,29,14,8,"SW",1,20240131,1405,20,21.35,26.84,18.3,27.45,4020.982,7351.859,4020.025,7351.639,5.98302,6.59947,33.45875,35.3195,9.84071,9.31175,15,1,1.7
"6162",20241030,20241,2024,1,30,12,25,"SW",1,20240131,1604,15,8.845,9.455,8.54,9.455,4013.197,7359.613,4012.488,7359.809,5.31084,6.45265,29.10018,34.4751,10.12582,8.91481,15,1,0.05
"6163",20241031,20241,2024,2,31,16,5,"SW",1,20240201,738,20,17.69,17.08,16.47,17.69,4001.466,7402.096,4000.473,7402.318,5.49013,6.22808,31.77308,34.23673,10.07282,9.53231,15,0,0
"6164",20242032,20242,2024,4,32,17,18,"SW",2,20240406,719,20,23.485,19.825,19.825,23.485,4002.035,7357.098,4001.042,7357.205,7.33533,7.26016,26.17452,29.3756,9.73524,9.2752,15,6,12.97
"6165",20242033,20242,2024,4,33,15,13,"SW",2,20240406,844,20,8.54,9.15,8.54,9.15,3958.83,7403.466,3957.89,7403.621,7.51659,7.51115,27.64103,28.04703,9.52621,9.27743,15,0,0
"6166",20242034,20242,2024,4,34,15,16,"SW",2,20240406,1008,20,7.015,7.93,7.015,7.93,3955.7,7404.018,3954.704,7404.199,7.6196,7.44856,27.64553,28.83984,9.63064,8.92855,15,4,6.16
"6167",20242035,20242,2024,4,35,16,12,"SW",2,20240406,1127,20,14.64,14.03,14.945,14.64,3949.417,7402.911,3948.417,7402.982,7.44077,7.33802,28.41367,29.67854,9.68367,9.39902,15,0,0
"6168",20242036,20242,2024,4,36,15,22,"SW",2,20240406,1250,20,7.015,7.625,6.71,8.235,3948.344,7404.665,3947.393,7404.843,7.57022,7.46728,28.17181,28.91111,9.63422,9.18208,15,1,2.4
"6169",20242037,20242,2024,4,37,16,16,"SW",2,20240406,1403,20,13.115,13.725,13.115,13.725,3944.2,7404.541,3943.279,7404.961,7.84848,7.44159,26.64048,29.31648,9.75714,9.29889,15,4,5.32
"6170",20242038,20242,2024,4,38,19,4,"SW",2,20240406,1530,20,17.08,17.995,17.08,17.995,3936.814,7405.025,3935.922,7405.485,7.66137,7.36542,28.39882,29.8475,9.67686,9.26583,15,2,5.1
"6171",20242039,20242,2024,4,39,20,1,"SW",2,20240406,1637,20,19.52,20.13,19.52,20.13,3935.587,7403.263,3934.829,7404.08,NA,7.37426,NA,29.90263,NA,9.29,15,9,18.14
"6172",20242040,20242,2024,4,40,18,17,"SW",2,20240406,1901,20,8.845,8.54,8.54,8.845,3925.432,7417.769,3924.846,7418.789,7.77282,7.7425,28.38443,28.78479,9.70639,9.32521,15,0,0
"6173",20242041,20242,2024,4,41,19,47,"SW",2,20240407,743,20,17.08,18.3,17.08,18.3,3914.615,7423.324,3913.627,7423.522,7.54693,7.56106,28.81733,29.26071,9.56467,9.25614,15,0,0
"6174",20242042,20242,2024,4,42,23,5,"SW",2,20240407,904,20,23.18,22.57,22.57,23.18,3909.719,7419.996,3908.784,7420.506,7.405,7.44588,30.14361,30.18828,9.59417,9.39759,15,1,2.31
"6175",20242043,20242,2024,4,43,23,13,"SW",2,20240407,1027,20,21.655,16.47,16.47,21.655,3904.74,7426.298,3904.563,7427.561,7.62435,7.56055,29.73541,30.21845,9.62324,9.25702,15,7,9.84
"6176",20242044,20242,2024,4,44,22,34,"SW",2,20240407,1155,20,14.64,13.115,13.115,14.64,3859.696,7433.601,3858.76,7433.152,8.00115,7.72059,29.47746,30.08793,9.76746,9.28724,15,8,13.86
"6177",20242045,20242,2024,4,45,23,41,"SW",2,20240407,1332,20,19.825,21.96,19.825,21.96,3850.001,7432.633,3849.159,7433.3,8.12706,7.76792,30.33222,30.4432,9.5937,9.2598,15,170,287.01
"6178",20242046,20242,2024,4,46,26,30,"SW",2,20240407,1600,20,21.96,18.3,18.3,21.96,3834.545,7440.384,3834.649,7441.674,8.28601,7.76215,30.49116,30.48848,9.57043,9.40087,15,9,10.45
"6179",20242047,20242,2024,4,47,25,27,"SW",2,20240407,1758,20,17.995,18.605,17.995,18.605,3843.159,7453.159,3843.888,7454.108,NA,NA,NA,NA,NA,NA,15,3,3.38
"6180",20242048,20242,2024,4,48,24,8,"SW",2,20240408,723,20,8.235,8.235,7.93,9.15,3854.536,7456.354,3853.884,7455.443,8.17957,8.1996,28.98587,28.98267,9.62543,9.44149,15,2,3.26
"6181",20242049,20242,2024,4,49,25,6,"SW",2,20240408,830,20,9.15,10.675,9.15,10.675,3852.756,7453.221,3851.868,7452.759,8.1569,8.15013,29.12719,29.13012,9.75382,9.43595,15,2,3.74
"6182",20242050,20242,2024,4,50,24,38,"SW",2,20240408,951,20,10.37,11.59,10.37,11.59,3850.58,7458.116,3850.025,7457.016,8.25024,8.20985,29.30621,29.32417,9.83276,9.65404,15,1,1.58
"6183",20242051,20242,2024,4,51,25,22,"SW",2,20240408,1104,20,12.2,13.42,12.2,13.42,3845.902,7454.609,3845.345,7453.476,8.4524,8.17919,29.19778,29.48802,9.868,9.64438,15,0,0
"6184",20242052,20242,2024,4,52,26,10,"SW",2,20240408,1241,20,21.96,18.3,18.3,21.96,3846.385,7442.739,3847.303,7442.358,8.41603,7.92721,29.92389,29.91081,9.87417,9.62071,15,6,16.23
"6185",20242053,20242,2024,4,53,22,21,"SW",2,20240408,1456,20,10.98,10.675,10.675,11.285,3900.399,7441.013,3901.27,7441.589,8.87069,8.00898,29.15966,29.32161,10.32746,9.73699,15,0,0
"6186",20242054,20242,2024,4,54,21,7,"SW",2,20240408,1628,20,7.93,7.625,7.625,7.93,3904.873,7442.538,3904.035,7443.291,8.69864,8.42583,28.94344,28.97205,10.11267,9.8778,15,6,5.84
"6187",20242055,20242,2024,4,55,21,11,"SW",2,20240408,1819,20,8.54,10.675,8.54,10.675,3902.212,7445.1,3901.25,7445.345,8.69411,8.0519,28.98821,29.05847,10.32643,9.89122,15,1,1.71
"6188",20242056,20242,2024,4,56,22,17,"SW",2,20240409,853,20,17.385,17.69,17.385,17.69,3904.099,7432.425,3904.702,7431.404,8.56692,7.70123,28.944,29.84181,10.13633,9.30095,15,0,0
"6189",20242057,20242,2024,4,57,18,54,"SW",2,20240409,1038,20,8.845,7.625,7.625,8.845,3910.656,7439.098,3911.454,7438.391,8.67056,7.88636,28.92907,29.33122,10.08488,8.62504,15,0,0
"6190",20242058,20242,2024,4,58,19,51,"SW",2,20240409,1202,20,18.605,15.25,15.25,18.605,3911.267,7431.862,3912.258,7432.1,8.65967,7.70244,28.70455,29.61792,10.4103,9.24333,15,0,0
"6191",20242059,20242,2024,4,59,18,19,"SW",2,20240409,1416,20,5.795,8.235,5.49,8.235,3922.453,7421.286,3923.052,7420.248,9.2354,7.87924,28.27825,28.82089,10.18689,9.29363,15,2,1.97
"6192",20242060,20242,2024,4,60,20,40,"SW",2,20240409,1628,20,23.485,24.095,23.485,24.095,3923.797,7403.302,3924.768,7402.906,9.57094,7.40206,29.71952,30.952,9.98516,9.4287,15,4,7.78
"6193",20242061,20242,2024,4,61,20,50,"SW",2,20240409,1738,20,23.485,24.705,23.485,24.705,3922.611,7401.94,3921.691,7401.439,8.77682,7.42613,30.20932,31.10433,10.14384,9.43404,15,8,21.18
"6194",20242062,20242,2024,4,62,16,8,"SW",2,20240410,1127,20,17.385,18.3,17.385,18.3,3953.143,7403.464,3954.086,7403.006,8.83137,7.41524,27.24791,29.60023,10.16078,8.69,15,14,19.64
"6195",20242063,20242,2024,4,63,17,40,"SW",2,20240410,1328,20,25.62,24.095,24.095,25.62,3953.161,7348.845,3953.945,7349.65,8.90928,7.15414,28.21539,30.94762,10.17145,9.28175,15,34,56.65
"6196",20242064,20242,2024,4,64,17,7,"SW",2,20240410,1541,20,21.045,21.045,20.74,21.045,4005.931,7353.931,4006.918,7354.133,9.25003,7.01562,26.67299,30.97818,9.88019,9.06717,15,20,37.47
"6197",20242065,20242,2024,4,65,12,24,"SW",2,20240410,1720,20,11.285,10.98,10.675,11.285,4019.927,7359.294,4014.837,7359.045,9.34712,7.17253,27.07281,30.48992,9.28386,8.13627,15,31,24.72
"6198",20242066,20242,2024,4,66,13,13,"SW",2,20240410,1852,20,16.47,14.945,14.945,16.47,4014.334,7358.198,4013.378,7358.592,9.4811,7.11643,26.72313,30.55612,9.65229,8.41939,15,6,9.08
"6199",20242067,20242,2024,4,67,14,12,"SW",2,20240411,756,20,19.215,20.435,19.215,20.435,4016.324,7354.684,4017.214,7354.092,8.50897,7.07968,26.5,30.6427,9.71961,8.82297,15,11,20.23
"6200",20242068,20242,2024,4,68,14,3,"SW",2,20240411,921,20,18.91,19.825,18.91,19.825,4023.242,7354.496,4022.24,7354.45,8.93215,7.05059,25.07037,30.58205,9.85352,8.98341,15,7,11.52
"6201",20242069,20242,2024,4,69,12,7,"SW",2,20240411,1026,20,6.71,7.32,6.71,8.235,4026.122,7357.538,4027.078,7357.209,8.83092,8.56649,24.98339,27.00862,9.88935,9.23615,15,5,7.08
"6202",20242070,20242,2024,4,70,13,2,"SW",2,20240411,1133,20,19.215,19.215,19.215,19.215,4028.196,7355.027,4027.192,7354.813,8.51186,7.01586,26.07815,30.574,9.80293,9.1108,15,11,12.22
"6203",20243071,20243,2024,6,71,16,4,"SW",2,20240530,633,20,16.165,16.775,16.165,16.775,4004.223,7401.407,4003.174,7401.558,17.88869,10.47285,27.92161,30.47029,9.31726,6.56779,15,3,0.27
"6204",20243072,20243,2024,5,72,15,8,"SW",2,20240530,812,20,7.93,7.625,7.32,7.93,4003.453,7402.335,NA,NA,17.94518,10.91918,28.12333,30.35096,9.22923,6.09325,15,0,0
"6205",20243073,20243,2024,6,73,15,19,"SW",2,20240530,1006,20,7.015,7.015,5.795,7.32,3952.36,7404.569,3951.385,7404.641,15.46169,11.93552,29.81031,30.25057,8.845,7.25467,15,1,1.94
"6206",20243074,20243,2024,5,74,16,12,"SW",2,20240530,1138,20,14.64,15.25,14.64,15.25,3949.09,7433,3948.115,7402.86,15.66532,11.39738,29.88045,30.58212,8.75803,7.74135,15,0,0
"6207",20243075,20243,2024,5,75,15,28,"SW",2,20240530,1305,20,10.065,10.065,8.845,9.455,3943.495,7406.605,3942.581,7407.069,17.51818,11.88617,27.83485,30.59604,7.75515,7.74066,15,0,0
"6208",20243076,20243,2024,5,76,16,23,"SW",2,20240530,1441,20,13.42,15.86,13.42,15.86,3939.095,7407.246,3933.303,7406.579,15.96505,11.45448,29.83833,30.72,8.58524,8.18047,15,0,0
"6209",20243077,20243,2024,5,77,19,9,"SW",2,20240530,1619,20,17.69,16.165,16.165,17.69,3931.135,7411.464,3930.364,7412.246,17.06458,11.35663,29.57923,30.75891,8.71677,8.17412,15,0,0
"6210",20243078,20243,2024,6,78,19,18,"SW",2,20240530,1733,20,12.81,15.25,12.81,15.25,3926.539,7413.195,3925.539,7413.112,17.13585,11.61216,29.71394,30.7277,8.81091,8.53892,15,1,0.08
"6211",20243079,20243,2024,5,79,18,17,"SW",2,20240530,1845,20,7.32,6.71,5.795,7.32,3925.451,7417.747,3924.785,7418.751,16.43196,12.34229,29.70281,30.49988,8.50982,8.18286,15,0,0
"6212",20243080,20243,2024,5,80,18,42,"SW",2,20240531,634,20,7.32,7.93,6.71,7.93,3918.756,7427.709,3918.393,7428.936,15.89368,14.03655,29.34058,30.40017,8.75439,8.75207,15,0,0
"6213",20243081,20243,2024,5,81,19,51,"SW",2,20240531,809,20,15.555,16.47,15.555,16.47,3912.288,7432.061,3911.279,7431.998,16.79674,11.50688,29.83,31.00124,8.93923,8.69914,15,0,0
"6214",20243082,20243,2024,5,82,23,1,"SW",2,20240531,919,20,17.69,16.775,16.775,17.69,3910.09,7430.055,3909.296,7429.275,17.02208,11.10711,29.76132,31.15847,8.93075,8.91444,15,0,0
"6215",20243083,20243,2024,5,83,22,1,"SW",2,20240531,1050,20,14.03,11.59,11.59,14.03,3907.984,7438.056,3907.822,7439.329,16.73,12.65149,29.86,30.55537,8.88419,8.19299,15,0,0
"6216",20243084,20243,2024,5,84,21,6,"SW",2,20240531,1244,20,8.54,7.32,5.49,8.54,3907.829,7440.812,3906.856,7441.165,16.0233,13.46449,30.03419,30.3199,8.75023,8.30602,15,0,0
"6217",20243085,20243,2024,5,85,21,14,"SW",2,20240531,1434,20,6.71,7.625,6.405,7.625,3859.022,7446.955,3858.299,7447.865,17.39421,16.34692,29.94588,30.01924,8.88235,8.75671,15,0,0
"6218",20243086,20243,2024,5,86,22,35,"SW",2,20240531,1624,20,10.98,12.81,10.98,12.81,3855.569,7448.355,3854.916,7449.386,17.56756,13.59544,29.85,30.49647,8.8662,9.17125,15,0,0
"6219",20243087,20243,2024,5,87,25,4,"SW",2,20240531,1733,20,13.115,12.2,12.2,13.115,3852.969,7448.971,3853.355,7447.738,17.52632,13.27412,29.87698,30.6216,8.84585,9.04368,15,0,0
"6220",20243088,20243,2024,5,88,24,31,"SW",2,20240531,1905,20,8.54,7.32,7.32,8.54,3851.475,7454.336,3851.456,7455.535,16.47098,16.49706,30.08,30.05513,8.84935,8.69077,15,0,0
"6221",20243089,20243,2024,6,89,24,9,"SW",2,20240601,741,20,8.845,8.845,6.405,8.845,3854.111,7455.24,3853.164,7454.696,16.13776,16.14006,29.97,29.94934,8.58122,8.56684,15,0,0
"6222",20243090,20243,2024,6,90,25,24,"SW",2,20240601,934,20,14.945,14.335,14.335,14.945,3847.48,7449.266,3846.695,7448.507,16.72667,13.06236,29.91938,30.666,8.8525,8.82073,15,0,0
"6223",20243091,20243,2024,6,91,25,20,"SW",2,20240601,1058,20,14.03,15.25,14.03,15.25,3849.265,7447.549,3849.509,7446.327,16.78037,12.94208,29.91923,30.71359,8.894,9.00244,15,0,0
"6224",20243092,20243,2024,6,92,26,4,"SW",2,20240601,1207,20,18.91,20.435,18.91,20.435,3849.077,7445.457,3849.685,7444.213,16.98206,12.08743,29.82232,30.96409,9.00768,8.86803,15,2,1.9
"6225",20243093,20243,2024,6,93,26,18,"SW",2,20240601,1348,20,24.4,24.095,24.095,24.4,3833.246,7441.491,3843.761,7440.357,17.71177,11.50703,29.63814,31.14367,8.98814,8.9698,15,0,0
"6226",20243094,20243,2024,6,94,23,41,"SW",2,20240601,1518,20,21.35,26.23,21.35,26.23,3848.428,7433.517,3849.384,7433.017,17.95421,11.4044,30.02643,31.16907,9.10875,9.27581,15,0,0
"6227",20243095,20243,2024,6,95,23,25,"SW",2,20240601,1647,20,23.18,24.705,23.18,24.705,3856.082,7431.209,3856.751,7430.201,17.71238,10.77369,30.18909,31.22431,8.98489,9.08412,15,0,0
"6228",20243096,20243,2024,6,96,22,18,"SW",2,20240601,1825,20,17.69,17.08,17.08,17.69,3904.091,7432.569,3904.65,7431.474,18.57264,12.0438,29.62,30.70136,8.88718,8.9216,15,0,0
"6229",20243097,20243,2024,6,97,18,43,"SW",2,20240602,637,20,7.625,7.93,7.625,7.93,3919.115,7427.069,3918.69,7428.183,17.04495,13.11735,29.67986,30.44587,8.3037,8.43131,15,0,0
"6230",20243098,20243,2024,6,98,20,52,"SW",2,20240602,835,20,17.08,16.165,16.165,17.08,3919.013,7414.603,3919.96,7414.144,17.39981,11.474,29.63792,30.75059,8.4534,8.05356,15,0,0
"6231",20243099,20243,2024,6,99,20,57,"SW",2,20240602,1018,20,22.265,22.57,22.265,22.57,3918.915,7404.315,3919.976,7404.207,17.87704,10.54319,29.43,31.15725,8.49078,8.28188,15,0,0
"6232",20243100,20243,2024,6,100,20,22,"SW",2,20240602,1152,20,19.52,20.13,19.52,20.13,3928.071,7405.622,3929.103,7405.503,17.24891,11.44725,29.69,30.78922,8.43182,8.33281,15,0,0
"6233",20243101,20243,2024,6,101,17,60,"SW",2,20240602,1419,20,22.875,21.655,21.655,22.875,3943.138,7356.585,3943.85,7357.522,18.07077,10.15172,29.47,30.97488,8.40583,7.5986,15,0,0
"6234",20243102,20243,2024,6,102,17,46,"SW",2,20240602,1600,20,25.925,26.84,25.925,26.84,3949.914,7349.351,3950.885,7349.384,17.78262,10.61532,29.79979,30.83027,8.59729,8.37865,15,0,0
"6235",20243103,20243,2024,6,103,17,17,"SW",2,20240602,1822,20,21.655,22.57,21.655,22.57,4001.085,7358.387,4002.044,7358.424,18.64305,10.36232,28.59,29.6116,8.67627,6.8464,15,0,0
"6236",20243104,20243,2024,6,104,13,13,"SW",2,20240603,700,20,14.64,15.86,14.64,15.86,4013.44,7358.553,4014.394,7358.078,17.12513,10.48346,29.00174,30.58284,8.27819,5.31814,15,0,0
"6237",20243105,20243,2024,6,105,12,24,"SW",2,20240603,825,20,10.98,10.675,10.675,10.98,4018.918,7359.307,4014.881,7359.036,15.03472,10.89614,29.41939,30.45444,7.04795,4.44883,15,0,0
"6238",20243106,20243,2024,6,106,14,14,"SW",2,20240603,1029,20,23.18,22.265,22.265,23.18,4016.779,7351.721,4017.744,7352.068,18.78609,8.8386,28.62556,30.9249,8.91815,6.80688,15,0,0
"6239",20243107,20243,2024,6,107,14,4,"SW",2,20240603,1151,15,21.96,20.74,20.74,21.96,4021.82,7352.588,4022.499,7352.308,19.47022,8.90948,27.67302,31.08755,9.56365,6.09827,15,0,0
"6240",20243108,20243,2024,6,108,12,14,"SW",2,20240603,1322,18,7.015,7.32,7.015,7.32,4024.369,7357.893,4025.095,7357.341,18.6079,14.18938,26.3461,29.15751,10.52347,7.40742,15,0,0
"6241",20243109,20243,2024,6,109,13,2,"SW",2,20240603,1525,20,19.52,17.69,17.69,19.52,4027.302,7354.805,4028.254,7355.114,19.69468,9.6133,25.56451,30.86164,10.40758,6.92212,15,4,7.58
"6242",20244110,20244,2024,8,110,15,8,"SW",1,20240822,658,20,7.62,8.2296,7.0104,8.2296,4003.415,7402.395,4002.448,7402.616,21.9162,22.2713,28.57,29.86762,6.909,6.85327,15,0,0
"6243",20244111,20244,2024,8,111,15,12,"SW",1,20240822,845,20,9.144,9.4488,8.5344,9.4488,3958.915,7403.33,3957.943,7403.613,21.88297,22.50621,28.54964,29.86828,7.70836,6.28779,15,0,0
"6244",20244112,20244,2024,8,112,16,7,"SW",1,20240822,952,20,16.764,17.3736,16.764,17.3736,3955.884,7403.144,3954.904,7403.174,22.02812,19.2778,28.66968,31.11859,7.59781,4.92685,15,0,0
"6245",20244113,20244,2024,8,113,17,48,"SW",1,20240822,1130,20,20.1168,20.1168,19.812,20.4216,3950.048,7358.626,3949.063,7358.835,22.23167,18.07477,30.61,31.14448,7.51,4.89767,15,0,0
"6246",20244114,20244,2024,8,114,15,24,"SW",1,20240822,1315,20,8.5344,10.0584,8.5344,10.0584,3947.874,7404.779,3946.902,7404.752,22.46592,22.32578,28.8299,29.96024,8.1651,7.68224,15,0,0
"6247",20244115,20244,2024,8,115,16,16,"SW",1,20240822,1500,20,11.2776,9.144,9.144,11.2776,3944.082,7404.584,3943.129,7404.968,22.67945,22.16628,28.98056,30.66373,9.33055,7.13167,15,0,0
"6248",20244116,20244,2024,8,116,16,23,"SW",1,20240822,1757,20,14.6304,13.716,13.716,14.6304,3939.009,7406.771,3938.159,7407.397,22.62428,21.59166,30.20423,30.70014,8.64396,7.3962,15,0,0
